review,label
Покушал сегодня бешбармак у вас очень было вкусно👌Спасибо отдельно хостес Сания👍,good
Благодарю за вкусную еду и спасибо хостесу Сание,good
очень вкусные блюда😋 я в восторге😍,good
"Өте керемет жер , тамақтары дәмді Хостес Санияға өте үлкен рахмет жоғары сапада күтіп алды.
Өте сыпайы",good
"Девушка по имени Сания, такая приятная и вежливая🥹 теперь буду приходить только ради нее🫶🏻",good
"Сегодня была у вас,на входе встретила милая девушка хостес Сания,благодаря ей уже сложилось хорошее впечатление о заведении. Все было вкусно,спасибо 💞",good
"барлығы керемет ұнады,10/10 обслуживаниесы,тамағы барлығы жақсы👍🏻
Сания деген қызға рахмет күліп қарсы алып күліп шығарып салды",good
Рахмет тағамдары өте дәмді Сания жақсы күтп алды жақсы шғарып салды,good
"Решили перекусить в ресторане Дам,очень было вкусно,спасибо Сание что встретила нас с улыбчивым настроением,попросила написать обратную связь,честно все было очень вкусно 👍🏻",good
Спасибо большое хостесу по имени Сания👍🏻 Өте керемет күтіп алды көп көп рахмет,good
"Недавно побывала в этом ресторане, и я просто в восторге! Еда здесь невероятно вкусная, каждый блюдо — настоящая кулинарная радость. Всё было свежим, ароматным и подано с таким вниманием к деталям. Но особенно хочу отметить обслуживание — оно действительно на высшем уровне! Хостес Сания просто замечательная — очень приветливая, внимательная и искренне заботится о каждом госте. Атмосфера в ресторане уютная, а персонал настолько дружелюбный, что ощущаешь себя как дома. Однозначно вернусь и буду советовать этот ресторан всем своим друзьям!",good
Бары адеми тамактары да татти Сания деген кыз просто👍,good
"Очень хорошое заведение чистота порядок хорошо смотрят за тобой очень приятно благодарю за все ,И очень вкусно",good
"Керемет заведение
Тамактары оте дамди
Кальяндары мощный
Ценасыда приемлемый
Жулдыз ханымга алгысым шексиз❤️",good
"Кухня👍🏻
Персонал👍🏻
Кальян👍🏻
🔥🔥🔥🔥🔥🔥",good
Вкусно и порции большие,good
"Отличное место, очень вкусная кухня, большие порции, все было приготовлено быстро, красивая подача и спасибо большое девушку по имени Ардак 👍👍",good
"Очень милое кафе, приятная атмосфера, кухня просто бомба реально очень вкусно. Особое внимание заслуживает администратор Денис. Такой вежливый, опрятный, кстати не так часто сейчас можно встретить таких администраторов. Процветания вашему заведению",good
Долго ждать заказ❗️❗️ ждем более 30 мин,bad
"Хостес Санияға көп рахмет жігітіммен келдім,өте жақсы обслуживания жасады.Іштің бәрін толық түсіндіріп берді.Өте жылы жүзді ,күліп қарсы алды рахмет😍🙌",good
"Спасибо большое хостесу по имени Сания😍👍🏻очень хорошо даже ознакомила с меню и зал,барлығы ойымдағындай болды,көп көп рахмет",good
Сания хостес очень хорошая красивая девушка нас встретила,good
Здравствуйте спасибо Вам за обслуживание и особо хотел отметить хостес Сания спасибо ей большое встретила нас хорошо👌,good
"Сегодня была у вас,огромное спасибо хостесу Сание и официанту Тимур😍 девушка была очень вежливо ответила на все мои вопросы,по больше таких сотрудников 😘",good
Рестаран өте керемет хостес қызға көп рахмет жақсы күтіп алды есімі Сания👍👍👍👍,good
"тамактары керемет, сыздерге баруга кенес берем, хостес кызга коп рахмет,",good
"Были здесь с друзьями, все было вкусно, отдельно спасибо официантку по имени Анель😊
Обязательно вернемся!🥰",good
"Очень нравится это заведение, особенно кальян ☺️ Спасибо Аружан за отличный сервис, всё на высшем уровне 😍 Обязательно вернёмся :))",good
"Неплохое место просто посидеть и поговорить. Два зала, курящий и некурящий, причем они раздельные, с отдельными входами. Интерьер обычный, обслуживание тоже, а вот кухня хорошая, мне понравилось. Из плюсов, что рядом с домом.",good
"Были в этом заведении с мужем , хорошо посидели🤭 атмосфера очень приятная
НО одежда официантки которая нас обслуживала не очень приятная тем более мы заказали алкоголь и видеть наши казахские орнаменты с бутылкой абсолюта конечно не принято, головной убор саукеле вообще унизительно ))) я люблю нашу традиционную одежду , но под ваш стиль это ужасно смотрится. В основном кухня очень вкусная медальон со шпинатом очень вкусные.",neutral
"Было очень вкусно и быстро ,заказали лагман и бауырсаки, бауырсаки принесли очень горячими . Отдельно спасибо официанту Анель.Обслуживание на все 100👌",good
Завтавили 1.5 часа ждать заказ,bad
Очень приятная атмосфера в ресторане и персонал отзывчивый 👍👍👍,good
"Курят в помещении, хотя знака, что зал для курящих нет",good
Тамақтары дәмды😋атмесферасы жақсы екен,good
"Прихожу второй раз во время обеда, постоянно заказываю суйру лагман и салат Малибу, очень большие порции за такую цену. По обслуживанию все хорошо, официантка Аружан очень приятная и доброжелательная, всегда по рекомендует что нибудь вкусное. Но, пока выбираю по своему предпочтению))",good
Все очень вкусно😋 сидели с друзьями уютно))),good
Жаксы ресторан 👍👍,good
Отлтчное место👍🏻 кухня и сервис на высшем уровне!!! Однозначно будем посещать чаще 😊😊,good
"Атмосфера хорошая, кухня и бар ужасный, заказали ""Сырне"" мясо очень солёное, повар кажется влюблён(а). Заказали рыбу, как холодную закуску, принесли прям с морозильника, не рыба а полулёд, лимонад без вкуса, хотя заказали манго маракуйя, ждали еду 45 минут, сказали ждать 20 минут. Печально, больше сюда ни ногой.",bad
Очень вкусно и уютно,good
"Все очень вкусно,всем советую )",good
"Этот ресторан оставил невероятное впечатление! Еда восхитительная, каждое блюдо продумано до мелочей. Обслуживание на высшем уровне: персонал вежливый и внимательный. Интерьер уютный, создающий теплую атмосферу. Особая благодарность за разнообразное меню и свежие продукты. Здесь чувствуется забота о гостях. Обязательно вернемся и порекомендуем друзьям!",good
Арай официантка ОЧЕНЬ КЛАССНАЯ И ПРОФЕССИОНАЛ СВОЕГО ДЕЛА 🤙🏻🤙🏻🤙🏻🤙🏻🤙🏻еда вкусная няяяямммм👅👅👅,good
"Пришли на завтрак, совсем не понравилось. Блинчики не свежие, подача долгая. Я бы даже сказала очень долго, пока принесли завтрак, кофе уже остыл. Не рекомендую",bad
"2gis зачем удалять, если я написал правду. В ресторане Вечно воняет канализацией (это факт, сделали фото как переливает канализация) желание пробежать мимо и не заходить. Нечистоты льют до самой Абая. Не знаю как люди туда заходят. Это не один раз, ежедневно прохожу мимо. Прошу акимат обратить на это .",bad
"Хорошое заведение , вежливый персонал , нам все понравилось 😍",good
Сания хорошо встретила нас очень вежливая и еда и обслуживание их терпение устраивало нас🫡,good
Сания нас очень вежливо встретила респект👍👍,good
"Это мой любимый ресторан, где я часто встречаюсь со своей любимой после работы. Здесь идеально все, от еды и сервиса до уютной обстановки. Особенно, хочу похвалить официанта по имени Тимур. Он очень внимательный и старательный парень.",good
"Очень красиво и вкусно! Эстетика заведения, красота в деталях. Меню это отдельное искусство. Обслуживающий персонал просто супер! Отдельное спасибо официанту Тимуру!",good
"Әдемі интрьер. Тамағы керемет деп айта алмаймын, жақсы . бірақ палаудың тұзы өте көп болды",good
"Спасибо Жулдыз, за профессионализм и приятный вечер. Все было вкусно",good
вкусная еда и прекрасная атмосфера ❤️🫶🏻,good
классное место,good
"Очень вкусно. Лагман прекрасен. Стейк тоже понравился.
Приятный сервис. Уютно. Спасибо за вкусное. С удовольствием провели у вас время.",good
официант Тима такой милый и вежлиый. премию ему! обслужил как королев🙏🏿,good
"Все вкусно, советую🤗🙌🏻",good
"самый вкусный лагман который я пробовала, всей семьей ходим сюда как только узнали об этом заведении в алматы, приезжали на каникулы и ходили сюда каждый день! мы из астаны и такого вкусного лагмана нигде нет.",good
"Неплохое заведение. Еда тоже норм.
Но шафран дешевле, вкуснее и в целом заведение красивее",neutral
"Благодарю, очень вкусно и хороший сервис, в особенности официант Тимур",good
"Ставлю пять звезд, чистота зала, вежливость официантов и сотрудников, было все замечательно, еда вкусная придраться не да что, и очень большой выбор, огромная благодарность Тимуру.",good
"Хочу поделиться отзывом, был сегодня с друзьями в этом заведении, при входе нас встретила милая девушка на ресепшене «Ардак» все объяснила ,показала и в дальнейшем нашем пребывание там подходила и спрашивала все ли нас устраивает, официанту «Тимур» отдельный респект , хороший работник , свою работу выполнял на 100/10. Одним словом шикарное заведение, всем советую не пожалеете 🔥🔥🔥",good
"Отличное место, вкусная еда, хороший персонал.",good
"Отличное заведение , хостес Ардак встретила очень приятно , отличное заведение , рекомендую посетить ! Так же отличная еда , очень приятное заведение для проведения прекрасного вечера !!!!",good
Не понравилось,bad
"Заказали в волте отсюда два лагмана, ждали два часа, и в итоге через ДВА ЧАСА они отменяют заказ потому что у них печка сломана, а эти два часа заказ значит вообще не готовился, и в последний момент просто отменили. Просто спасибо что оставили голодными людей! За эти два часа любая другая доставка давно пришла бы",bad
"Еда 10/10, обслуживание 100/10 официант 1000/10👍🏻Нурдаулет деген жігіт еш көңілімізді қалдырмай күліп көмек көрсетті😘честный отзыв баклажан был хрустящим а виски крепким))",good
"Тамақтары өте дамді,персоналдар 👍😘 отбасымызбен барып тұрамыз особенно греческий салат 😋",good
"Очень вкусная кухня, а атмосфера волшебная ❤️",good
"В неделю стабильно 3 раза сидим. кальянщик хорош в своей работе. Аружан очень милая официантка, все на высшем уровне🤘. Кухня очень вкусная✌️",good
Кальян хороший делают,good
"Доброй ночи, хотела написать отзыв о данном заведении.

Мы посетили его 13 октября. Нас при входе встретил официант. Вежливая и улыбчивая девушка, приятной внешности.

Интерьер внутри приятный, комфортный и теплый.

Еда вкусная и насыщенная.

Можно посещать со своей семьей, так как вы сможете насладится общением и уютом.

Сервис тоже очень хороший. Мне понравилось то что они быстро реагируют. И стараются максимально качественно сделать свою работу.",good
Очень вкусно !,good
"Уютный ресторан, сервис на высшем уровне, кухня очень вкусная. Арай👍",good
"Уютный ресторан, приветливый персонал, плов праздничный вкусный, рекомендую попробовать кумыс👍",good
"Прекрасный сервис, вежливые официанты и атмосферное, комфортное, и красивое место))",good
"Вежливые официанты, приятная атмосфера и вкусная еда, Рахмет 👍🏻",good
"Блюда невероятные, атмосфера так же не подводит 👍",good
"Смотрим фильм , очень классно и комфортно , и самое главное вежливый персонал и очень вкусные блюда",good
"Добрый день постоянно прихожу к вам и хочется отметить вашего официанта Тимура уже 3 раз нас обслуживает веселый приветливый всегда поможет с выбором очень внимателен к заказам и мелочам а это очень важно и хочется обратится к администрации вашего ресторана хотела сразу написать но так как замоталась на работе забыла но посетив сегодня ваш ресторан вспомнила позавчера мы с подругой наблюдали сцену что одна семья сделала заказ поели а потом долго ругались как понела что не хотели оплачивать заказ и тогда нас тоже обслуживал Тимур и их тоже незнаю чем закончилось но скорее всего как принято выговором либо штрафом персонала, но хочется отметить что администрация заведения вообще не на стороне своих сотрудников так как девушка администротор вообще не обучена я так же работала в сфере ресторанов . Люди бывают разные но иногда вечер могут испортить и неадекватные гости так как после как эта семья ушла хоть и старался парень Тимур не показывать что ему досталось все равно это было видно и хочется обратится к руководству ресторана быть на стороне своих сотрудников так как хороший и трудолюбивый персонал нужно беречь не всегда прав гость а хорошее настроение всегда получаешь от приветливых людей что обслуживают тебя. Очень было обидно за парня и хотелось бы заступится чисто по человечески сколько приходили всегда уходили с хорошим настроение и сытые так что огромный лайк Тимуру за его харизму и улыбчивость👍👍👍👍👍",good
"Сегодня посетила это ресторан , осталось восторге от кухни обслуживание , обязательно вернусь !
Отдельно хочу поблагодарить официанта Тимура , большой рахмет 😘",good
"Внутри тихо красиво, но кухня на четверку.",good
Молодцы очень вкусно,good
"Прекрасное место! Остались очень довольны как кухней, так и обслуживанием. Интерьер уютный, всё продумано до мелочей. Еда была превосходной: Стейк рибай— одно из лучших, что я когда-либо пробовала, с насыщенным вкусом и отличной подачей. Официанты вежливые, ненавязчиво помогли выбрать блюда, и обслуживание было на высоте. Приятно удивили хорошие порции и разумные цены. Обязательно вернусь сюда снова и порекомендую друзьям, знакомым) Отдельное спасибо, Нурдаулету🥰",good
Раньше было великолепно. Ходили каждую неделю,bad
"Сервис и уровень работы на высоте! Побольше бы таких мест в городе) Отлично провели время в компании друзей, обязательно вернемся еще.",good
"Очень понравилось заведение, атмосферное
Кальяны шикарные, дымные, вкусные
Кухня приятно удивила",good
"Тут отличный кальян , сделали прям как просили 👍👍👍 И стейк тоже вкусный был !",good
Часто посещаю данное заведение) Кухня на уровне😍 стейки очень вкусные мягкие и сочные) Также отдельно хочется отметить что у вас самый лучший кальян в городе! А кальянные мастера точечно угадывают вкус который хочется) благодарю за сервис),good
Классное заведение👍🏻,good
Отличный заведение. Классный атфомосфера. Обслуживание 10/10. Кухня вообще ТОП. Всем советую,good
"Ресторан оставил отличное впечатление! Хотелось бы отметить работу официанта который нас обслуживал сегодня. Тимур очень вежливый, внимательный и профессиональный в своем деле. Обязательно вернёмся!",good
"Выноят хычины 20 минут, и он полностью высохший. Кальян выносят 40 минут и говорят мы сделали за 15 минут",bad
"Все очень вкусно,приятная атмосфера. Лимонад «тропический микс» просто Вау",good
Атмосферно👍,good
"Советую это место,отличное место чтобы встретиться с друзями,кухня очень вкусная советую это место💯",good
"Ресторан очень красивый,атмосферный,кухня 10/10 все было очень вкусно и обслуживают очень хорошо,спасибо официантке Анель🔥🔥",good
"Отличный сервис, еда вкусная, отдельное спасибо официантке Жулдыз за хорошое настрое, рекомендую!!!!",good
"Бугын танертен осы рестораннан завтрак ышуге келген болатынмын, оте унады. Бырыншы келуым, кухня оте дамды екен, официанттары отк жайлы, тез келеды. Барлыктарынызга рекомендую😍👍👍👍",good
"Не довольна официантами. Сервис 0, обслуживание 0! Баш заказала мясо твердое, тесто разваренное, сорпа теплая",bad
"Ужасное обслуживание. Пришли в обед, народу очень мало. Но почему то Мадина нас вообще не обслуживала. В рабочее время сидеть без дела-неприемлимо. Наши грязные тарелки не убирали, заказ несли очень долго.Счет приносили 3 часа… В общем обслуживание на нуле, незнаю, что происходит, когда людей много. Еда очень вкусная, но Сырники несли минут 40, если не больше. Ну а так, к слову, порции очень маленькие(",bad
"Поел лагман перед дорогой и все, через 5-6 прихватило, второй день с керамическим другом не расстаемся
Обслуживание было супер, вопросов нет, но лагман залетел шальной, думал в самолете не долечу до дома и не успею в домашний туалет🥲",bad
"Приветливый персонал, все очень вкусно.",good
"Ходила недавно,и советую всем)
оформление и жилетки у официанток на высшем уровне,вкусная еда,иньерьер просто вау,дымные кальяны,обслуживание без слов,спасибо за вечер🤍",good
Один из любимых мест. Кухня вкусная особенно Лагман😍😻😻🥰,good
